node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
250,251,0.304834681805195,-71.5545325233,-16.3245522701184,-71.5535954266202,-16.3237370063499,2.77561441759315,2.47077973578795,2015.62504173769,2015.9298764195,NA
166,167,0.383926059071145,-71.5077241484197,-16.3853887932503,-71.5097411350824,-16.3961464977598,2.78599016421231,2.40206410514116,2015.55632610704,2015.94025216611,NA
181,182,0.549080701915166,-71.5828516946334,-16.3221650091714,-71.5860216143652,-16.3206700081987,2.85734924640376,2.30826854448859,2015.46253054639,2016.01161124831,NA
181,183,0.550189999031096,-71.5828516946334,-16.3221650091714,-71.5848556673199,-16.3194132815815,2.85845854351968,2.30826854448859,2015.46253054639,2016.01272054542,NA
228,229,0.318144434457158,-71.5840583012669,-16.3481068629249,-71.5843513200011,-16.34150182867,2.88970368494824,2.57155925049108,2015.72582125239,2016.04396568685,NA
219,220,0.2610955791084,-71.5855425047917,-16.3319871353257,-71.5869351050074,-16.3316981947598,2.89707359089006,2.63597801178166,2015.79024001368,2016.05133559279,NA
251,252,0.134535233401637,-71.5535954266202,-16.3237370063499,-71.551363470714,-16.3208172112619,2.91014965099478,2.77561441759315,2015.9298764195,2016.0644116529,NA
152,2,0.804497075607044,-71.5069798961899,-16.3943392440627,-71.5512728400056,-16.3089329600018,2.91595433165659,2.11145725604955,2015.26571925795,2016.07021633356,22_2016_2016-01-27
178,29,1.57331279741952,-71.5704717985397,-16.3339594583896,-71.5613674800036,-16.3301838000003,2.93781225515149,1.36449945773197,2014.51876145963,2016.09207425705,32_2016_2016-02-04
178,30,1.60883192310473,-71.5704717985397,-16.3339594583896,-71.5905675699936,-16.3315756600029,2.9733313808367,1.36449945773197,2014.51876145963,2016.12759338274,44_2016_2016-02-17
154,4,0.430456557655859,-71.5069830439387,-16.3970407802064,-71.5132888300103,-16.3946210000011,3.00885050651918,2.57839394886332,2015.73265595077,2016.16311250842,69_2016_2016-03-01
220,223,0.123049043201178,-71.5869351050074,-16.3316981947598,-71.5903105129085,-16.3345424549569,3.02012263409124,2.89707359089006,2016.05133559279,2016.17438463599,NA
252,254,0.111144940989515,-71.551363470714,-16.3208172112619,-71.5508339572752,-16.3174454839739,3.0212945919843,2.91014965099478,2016.0644116529,2016.17555659389,NA
192,193,1.11513334907022,-71.535897999856,-16.3541919971623,-71.5409771181659,-16.348781007265,3.02645038749554,1.91131703842532,2015.06557904033,2016.1807123894,NA
167,168,0.247379177819337,-71.5097411350824,-16.3961464977598,-71.5128572670768,-16.4006067085827,3.03336934203165,2.78599016421231,2015.94025216611,2016.18763134393,NA
154,155,0.487167968943744,-71.5069830439387,-16.3970407802064,-71.5001905832972,-16.4003910948302,3.06556191780706,2.57839394886332,2015.73265595077,2016.21982391971,NA
183,33,0.243288137862562,-71.5848556673199,-16.3194132815815,-71.5827858999927,-16.3165223499987,3.10174668138225,2.85845854351968,2016.01272054542,2016.25600868328,130_2016_2016-04-04
254,105,0.126900176829714,-71.5508339572752,-16.3174454839739,-71.5507834500077,-16.3143317700013,3.14819476881401,3.0212945919843,2016.17555659389,2016.30245677072,166_2016_2016-04-21
226,227,0.44810432615971,-71.5874289711025,-16.3292442421022,-71.5818970290194,-16.3315106503795,3.21332137534283,2.76521704918312,2015.91947905109,2016.36758337724,NA
182,31,0.381009456836688,-71.5860216143652,-16.3206700081987,-71.5952536399827,-16.3177782999992,3.23835870324044,2.85734924640376,2016.01161124831,2016.39262070514,234_2016_2016-05-24
